Faridpur,,Faridpur,,Bangladesh,Faridpur,Faridpur,23.582754,89.802111,,district
Muscat,,Muscat,,Oman,Masqat,Muscat,23.607,58.588,,city/town
Narayanganj,,Narayanganj,,Bangladesh,Munshiganj,Narayanganj,23.624653,90.504575,,city/town
Sindri,,Sindri,,India,Dhanbad,Sindri,23.64787,86.510862,,city/town
Sriniketan,,Sriniketan,,India,West Bengal,Sriniketan,23.666809,87.661417,,city/town
Asansol,,Asansol,,India,West Bengal,Asansol,23.679182,86.969414,,city/town
Patha Bhavan,,Patha Bhavan,,India,West Bengal,Shanti Niketan,23.679493,87.686487,,school
Visva-Bharati,,Visva-Bharati,,India,West Bengal,Sh?nti Niketan,23.679508,87.689486,,college/university
Sh?nti Niketan,,Sh?nti Niketan,,India,West Bengal,Sh?nti Niketan,23.683333,87.683333,,city/town
Old Dhaka,,Old Dhaka,,Bangladesh,Dhaka,Dhaka,23.707687,90.416053,,region
St. Gregory's High School,,St. Gregory's High School,,Bangladesh,Dhaka,Dhaka,23.708166,90.413923,,school
St. Francis Xavier Girls School,,St. Francis Xavier Girls School,,Bangladesh,Dhaka,Dhaka,23.708316,90.413512,,school
Jagannath University,,Jagannath University,,Bangladesh,Dhaka,Dhaka,23.708848,90.410417,,college/university
Wari,,Wari,,Bangladesh,Dhaka,Dhaka,23.717351,90.41782,,neighborhood
Nawabpur Road,,Nawabpur Road,,Bangladesh,Dhaka,Dhaka,23.718301,90.411557,,road
Kaptan Bazar,,Kaptan Bazar,,Bangladesh,Dhaka,Dhaka,23.722555,90.412964,,neighborhood
Dhaka Medical College,,Dhaka Medical College,,Bangladesh,Dhaka,Dhaka,23.725626,90.397433,,college/university
Curzon Hall,,Curzon Hall,,Bangladesh,Dhaka,Dhaka,23.726571,90.402298,,building/structure
Eden Girls' College,,Eden Girls' College,,Bangladesh,Dhaka,Dhaka,23.728116,90.387262,,college/university
Salimullah Muslim Hall,,Salimullah Muslim Hall,,Bangladesh,Dhaka,Dhaka,23.729328,90.390737,,building/structure
Bangladesh National Museum,,Bangladesh National Museum,,Bangladesh,Dhaka,Dhaka,23.737521,90.394461,,musuem
Shanti Nagar,,Shanti Nagar,,Bangladesh,Dhaka,Dhaka,23.738187,90.414285,,neighborhood
Dhaka College,,Dhaka College,,Bangladesh,Dhaka,Dhaka,23.739764,90.382765,,college/university
Circuit House Road,,Circuit House Road,,Bangladesh,Dhaka,Dhaka,23.740202,90.408596,,road
State Guest House,,State Guest House,,Bangladesh,Dhaka,Dhaka,23.745613,90.40353,,residence
Gulshan,,Gulshan,,Bangladesh,Dhaka,Dhaka,23.792496,90.407806,,neighborhood
Mirpur,,Mirpur,,Bangladesh,Dhaka,Dhaka,23.792613,90.360714,,neighborhood
Meherpur,,Meherpur,,Bangladesh,Meherpur,-9999,23.793382,88.693635,,district
Dhanbad,,Dhanbad,,India,Jharkland,-9999,23.832628,86.482279,,district
Mihijam,,Mihijam,,India,Jharkhand,Mihijam,23.853934,86.873559,,city/town
Manikganj,,Manikganj,,Bangladesh,Dhaka,Manikganj,23.857355,89.956858,,city/town
Birbhum,,Birbhum,,India,West Bengal,-9999,23.867786,87.59318,,district
Uttara,,Uttara,,Bangladesh,Dhaka,Dhaka,23.872839,90.396028,,neighborhood
Suri,,Birbhum,Suri,,government building,India,-1,-1,,
Kushtia,,Kushtia,,Bangladesh,Kushtia,-9999,23.906153,89.02003,,district
Beldanga,,Beldanga,,India,West Bengal,Beldanga,23.942329,88.255543,,city/town
Naoda,,Naoda,,India,West Bengal,Naoda,23.98357,88.291451,,village
Dharadaha,,Dharadaha,,India,West Bengal,Dharadaha,23.993536,88.578702,,village
Pabna,,Pabna,,Bangladesh,Pabna,-9999,24,89.4,,state/province
East Pakistan,,Bangladesh,East Pakistan,Bangladesh,-9999,-9999,24,90,,territory
Saudi Arabia,,Saudi Arabia,,Saudi Arabia,-9999,-9999,24,44.5,,country
Arabian Peninsula,,Arabian Peninsula,,-9999,-9999,-9999,24,44.5,,peninsula
Brahmanbaria,,Brahmanbaria,,Bangladesh,Tippera,Brahmanbaria,24.047443,91.242283,,city/town
Paksey,,Paksey,,Bangladesh,Pabna,Paksey,24.074258,89.062913,,city/town
Baharampur,,Baharampur,,India,West Bengal,Baharampur,24.102123,88.261978,,city/town
Cossimb?z?r,,Cossimb?z?r,,India,West Bengal,Cossimb?z?r,24.107927,88.28337,,city/town
Krishnath College School,,Krishnath College School,,India,West Bengal,Baharampur,24.109185,88.249221,,school
Murshid?b?d,,Murshid?b?d,,India,West Bengal,Murshid?b?d,24.174342,88.271823,,district
Jiaganj,,Jiaganj,,India,West Bengal,Jiaganj,24.238974,88.265834,,city/town
Sripat Singh College,,Sripat Singh College,,India,West Bengal,Jiaganj,24.244641,88.269109,,college/university
Katlamari,,Katlamari,,India,West Bengal,Katlamari,24.265036,88.571291,,village
Kishoreganj,,Kishoreganj,,Bangladesh,Kishoreganj,-9999,24.35,90.9,,district
Rajshahi College,,Rajshahi College,,Bangladesh,Rajshahi,Rajshahi,24.364847,88.59517,,college/university
University of Rajshahi,,University of Rajshahi,,Bangladesh,Rajshahi,Rajshahi,24.371506,88.64144,,college/university
R?j?r B?gh,,R?j?r B?gh,,Bangladesh,Dhaka,Dhaka,24.432046,88.945467,,neighborhood
Medina,,Medina,,Saudi Arabia,Al Mad?nah,Medina,24.468611,39.614167,,city/town
Rajshahi,,Rajshahi,,Bangladesh,Rajshahi,-9999,24.476758,88.50075,,district
Hejaz,,Hejaz,,Saudi Arabia,Al Mad?nah,-9999,24.497637,38.506542,,region
Santhal Pargana,,Santhal Pargana,,India,Jharkhand,-9999,24.5,87.5,,district
Mymensingh Medical College,,Mymensingh Medical College,,Bangladesh,Mymensingh,Mymensingh,24.743181,90.409835,,college/university
Mymensingh,,Mymensingh,,Bangladesh,Mymensingh,Mymensingh,24.755058,90.402445,,city/town
Ananda Mohan College,,Ananda Mohan College,,Bangladesh,Mymensingh,Mymensingh,24.761446,90.395164,,college/university
St. Joseph's Convent High School,,St. Joseph's Convent High School,,Pakistan,Sindh,Karachi,24.861332,67.03589,,school
Jadupur,,Jadupur,,India,West Bengal,Jadupur,24.90057,88.058897,,village
Quanzhou,,Quanzhou,Zayton,China,Fujian,Quanzhou,24.913889,118.585833,,city/town
Karachi,,Karachi,,Pakistan,Sindh,Karachi,24.955739,66.962142,,city/town
Maldah,,Maldah,,India,West Bengal,Maldah,25.033333,88.15,,city/town
V?r?nasi,,V?r?nasi,,India,Uttar Pradesh,V?r?nasi,25.333333,83,,city/town
Hyderabad,,Hyderabad,,India,Uttar Pradesh,Hyderabad,26.768553,80.508882,,city/town
St. Mary's Convent High School,,St Mary's Convent High School,,Pakistan,Sindh,Hyderabad,25.39381,68.366929,,school
Shilong,,Shilong,,India,Meghalaya,Shilong,25.544277,91.877076,,city/town
Buxar Central Jail,,Buxar Central Jail,,India,Bihar,Buxar,25.557359,83.949929,,prison
Pine Mount School,,Pine Mount School,,India,Meghalaya,Shilong,25.565272,91.880653,,school
Braja Mohan Thakur Law College,,Braja Mohan Thakur Law College,,India,Bihar,Purnia,25.792804,87.465654,,college/university
Egypt,,Egypt,,Egypt,-9999,-9999,26,29,,country
Gauripur,,Gauripur,,India,Assam,Gauripur,26.098367,90.009306,,city/town
Andhra Th?rhi,,Andhra Th?rhi,,India,Bihar,Andhra Th?rhi,26.383333,86.333333,,city/town
Ajmer,,Ajmer,,India,R?jasth?n,Ajmer,26.45,74.633333,,city/town
Siliguri,,Siliguri,,India,West Bengal,Siliguri,26.701172,88.422423,,city/town
Awadh,,,Awadh,India,Awadh,-9999,26.755349,80.848851,,state/province
Kurseong,,Kurseong,,India,West Bengal,Kurseong,26.872721,88.285234,,city/town
Persian Gulf,,Persian Gulf,,-9999,-9999,-9999,27,51,,gulf
D?rjiling,,D?rjiling,,India,West Bengal,D?rjiling,27.043564,88.266212,,city/town
St. Paul's School,,St. Paul's School,,India,West Bengal,Darjeeling,27.032567,88.26455,,school
St. Joseph's School - North Point Darjeeling,,St. Joseph's School - North Point Darjeeling,,India,West Bengal,Darjeeling,27.061902,88.252181,,school
Agra Fort,,Agra Fort,,India,Uttar Pradesh,Agra,27.179456,78.021368,,historic site
Agra,,Agra,,India,Uttar Pradesh,Agra,27.196842,78.004063,,city/town
Nepal,,Nepal,,Nepal,-9999,-9999,27.98385,84.354249,,country
Himalayas,,Himalayas,,Nepal,-9999,-9999,28,84,,mountain region
Balochist?n,,Balochist?n,,Pakistan,Balochist?n,-9999,28.478488,65.643553,,state/province
Hazrat Nizamuddin Auliya Dargah,,Hazrat Nizamuddin Auliya Dargah,,India,Delhi,Delhi,28.591428,77.241956,,holy site
Humayun's Tomb,,Humayun's Tomb,,India,Delhi,Delhi,28.593344,77.250689,,historic site
Oxford University Press,,Oxford University Press,,India,Delhi,Delhi,28.626417,77.213066,,business
Odeon Cinema,,Odeon Cinema,,India,New Delhi,Delhi,28.634226,77.220974,,cinema
United Provinces of Agra and Oudh,,,United Provinces of Agra and Oudh,India,United Provinces of Agra and Oudh,-9999,28.967247,79.36937,,state/province
Suez Canal,,Suez Canal,,Egypt,As Suways,-9999,29.931389,32.562778,,canal
Haridwar,,Haridwar,,India,Uttranchal,Hardwar,29.949652,78.161362,,city/town
Cairo,,Cairo,,Egypt,Al Qahirah,Cairo,30.07791,31.2508,,city/town
Hangzhou,,Hangzhou,,China,Sichuan,Hangzhou,30.254178,120.16062,,city/town
Doon School,,the Doon School,,India,Uttaranchal,Dehradun,30.332704,78.030894,,school
Al Basrah,,Al Basrah,,Iraq,Al Basrah,Al Basrah,30.488358,47.757197,,city/town
Alexandria,,Alexandria,,Egypt,Al Iskandar?yah,Alexandria,31.204494,29.905102,,city/town
Port Said,,Port Said,,Egypt,B?r Sa�?d,Port Said,31.277612,32.355314,,city/town
Jalandhar,,Jalandhar,,India,Punjab,Jalandhar,31.316756,75.596062,,city/town
University of Lahore,,University of Lahore,,Pakistan,Punjab,Lahore,31.460452,74.243913,,college/university
Lahore University of Management Sciences,,Lahore University of Management Sciences,,Pakistan,Punjab,Lahore,31.470436,74.410786,,college/university
Iran,,Iran,Persia,Iran,-9999,-9999,31.71021,57.071112,,country
Morocco,,Morocco,,Morocco,-9999,-9999,31.883625,-6.317846,,country
Mississippi,,Mississippi,,United States of America,Mississippi,-9999,32.5,-90,,state/province
Afghanistan,,Afghanistan,,Afghanistan,-9999,-9999,33,65,,country
Baghdad,,Baghdad,,Iraq,Baghdad,Baghdad,33.286604,44.406916,,city/town
Damascus,,Damascus,,Syria,Dimashq,Damascus,33.5,36.3,,city/town
The Sawahil,,The Sawahil,,Tunisia,Madan?n,-9999,33.533333,11.116667,,region
Rawalpindi,,Rawalpindi,,Pakistan,Punjab,Rawalpindi,33.580382,72.976745,,city/town
Islamabad,,Islamabad,,Pakistan,Punjab,Islamabad,33.70677,72.861875,,city/town
Haripur Central Prison,,Haripur Central Prison,,Pakistan,Khyber-Pakhtunkhwa,Haripur,33.980253,72.918742,,prison
Peshawar,,Peshawar,,Pakistan,North-west Frontier,Peshawar,34.004775,71.555638,,city/town
Kashmir,,Kashmir,,-9999,-9999,-9999,34.008455,77.29639,,region
Hazara,,Hazara,,Pakistan,Khyber-Pakhtunkhwa,-9999,34.073544,73.100707,,region
The Levant,,The Levant,,-9999,-9999,-9999,34.075734,37.978458,,region
Mediterranean Sea,,Mediterranean Sea,,-9999,-9999,-9999,35,20,,sea
North Carolina State University,,North Carolina State University,,United States of America,North Carolina,Raleigh,35.7870959,-78.672504,,college/university
Raleigh,,Raleigh,,United States of America,North Carolina,Raleigh,35.8335325,-78.646871,,city/town
University of North Carolina,,University of North Carolina,,United States of America,North Carolina,Chapel Hill,35.9101442,-79.0486221,,college/university
Far East,,Far East,The Orient,-9999,-9999,-9999,36,120,,region
Gibraltar,,Gibraltar,,Gibraltar,Gibraltar,Gibraltar,36.127919,-5.339952,,city/town
Sparta,,Sparta,,Greece,Lakon�a,Sparta,37.073333,22.429722,,city/town
Athens,,Athens,,Greece,Attik�,Athens,37.926949,23.638301,,city/town
University of California Davis,,University of California Davis,,United States of America,California,Davis,38.5401844,-121.7491281,,college/university
Lisbon,,Lisbon,,Portugal,Lisboa,Lisbon,38.729997,-9.129995,,city/town
The United States Capitol,,The United States Capitol,,United States of America,District of Columbia,Washington,38.8898341,-77.0088651,,building/structure
Embassy of India,,Embassy of India,,United States of America,District of Columbia,Washington,38.9112226,-77.047755,,government building
University of Maryland,,The University of Maryland,,United States of America,Maryland,College Park,38.9859436,-76.9385856,,college/university
North America,,North America,,-9999,-9999,-9999,39,-101,,continent
Indiana University,,Indiana University,,United States of America,Indiana,Bloomington,39.1661583,-86.5263857,,college/university
Turkey,,Turkey,,Turkey,-9999,-9999,39.245443,31.775433,,country
Balearic Islands,,Balearic Islands,,Spain,Islas Baleares,-9999,39.5,3,,island
Hillsborough,,Hillsborough,,United States of America,New Jersey,Hillsborough,40.4776044,-74.6268245,,city/town
Heidelberg University,,Heidelberg University,,United States of America,Ohio,Tiffin,41.11634,-83.168649,,college/university
Barcelona,,Barcelona,,Spain,Cataluna,Barcelona,41.357997,2.159002,,city/town
University of Iowa,,University of Iowa,,United States Of America,Iowa,Iowa City,41.6616832,-91.5362795,,college/university
University of Notre Dame,,University of Notre Dame,,United States of America,Indiana,South Bend,41.7031036,-86.2391732,,college/university
International House at the University of Chicago,,International House at the University of Chicago,,United States of America,Illinois,Chicago,41.788077,-87.590951,,residence
University of Michigan,,University of Michigan,,United States of America,Michigan,Ann Arbor,42.2758715,-83.7360518,,college/university
Wellesley College,,Wellesley College,,United States of America,Massachusetts,Norfolk,42.2953746,-71.3061686,,college/university
Center for History and Economics,,Center for History and Economics,,United States of America,Massachusetts,Cambridge,42.375354,-71.113248,,research institution
Radcliffe College,,Radcliffe Institute of Advanced Study,Radcliffe College,United States,Massachusetts,Cambridge,42.375602,-71.122312,,college/university
Tufts University,,Tufts University,,United States of America,Massachusetts,Medford,42.4045408,-71.1197752,,college/university
Tufts University East Hall,,Tufts University East Hall,,United States of America,Massachusetts,Medford,42.407659,-71.118742,,building/structure
Michigan,,Michigan,,United States of America,Michigan,-9999,43,-85,,state/province
Chateau d'if,,Chateau d'if,,France,Provence-Alpes-C�te d?Azur,-9999,43.283333,5.316667,,historic site
Marseille,,Marseille,,France,Provence Alpes Cote D'Azur,Marseille,43.283972,5.386301,,city/town
European University Institute,,European University Institute,,Italy,Toscana,Fiesole,43.803132,11.283236,,college/university
Trent University,,Trent University,,Canada,Ontario,Peterborough,44.35,-78.29,,college/university
Genoa,,Genoa,,Italy,Liguria,Genoa,44.413359,8.884945,,city/town
Yugoslavia,,Bosnia and Herzegovina,Croatia,Serbia,and Slovenia.,Yugoslavia,1,-1,,Montenegro
Lausanne,,Lausanne,,Switzerland,Vaud,Lausanne,46.533333,6.666667,,city/town
Austria,,Austria,,Austria,-9999,-9999,47.625763,14.566173,,country
Elbach,,Elbach,,France,Alsace,Elbach,47.65,7.083333,,city/town
Munich,,Munich,,Germany,Bayem,Munich,48.108511,11.562409,,city/town
Dachau Concentration Camp,,Dachau Concentration Camp,,Germany,Bayern,Dachau,48.268615,11.470454,,concentration camp
Universit� de Strasbourg,,Universit� de Strasbourg,,France,Alsace,Strasbourg,48.579607,7.76672,,college/university
Strasbourg,,Strasbourg,,France,Alsace,Strasbourg,48.644897,7.754064,,city/town
Esslingen,,Esslingen,,Germany,Baden-W�rttemberg,Esslingen,48.75,9.3,,city/town
Czechoslovakia,,Czech Republic and Slovakia,Czechoslovakia,-9999,-9999,-9999,49.130963,18.042303,,country
Heidelberg,,Heidelberg,,Germany,Baden-W�rttemberg,Heidelberg,49.416667,8.7,,city/town
Prague,,Prague,,Czech Republic,Stredocesky,Prague,50.102628,14.458001,,city/town
The Royal Naval Arms,,The Royal Naval Arms,,United Kingdom,Plymouth,Devonport,50.389429,-4.180129,,military base
Belgium,,Belgium,,Belgium,-9999,-9999,50.75,5,,country
Essen,,Essen,,Germany,Nordrhein-Westfalen,Essen,51.341291,7.119443,,city/town
Royal Holloway College,,Royal Holloway College,Bedford College,United Kingdom,United Kingdom,London,51.42561,-0.56884,,college/university
Claridge's Hotel,,Claridge's Hotel,,United Kingdom,London,London,51.512678,-0.147676,,business
The Honorary Society of the Inner Temple,,The Honorary Society of the Inner Temple,,United Kingdom,London,London,51.512963,-0.109697,,research institution
Lincoln's Inn,,Lincoln's Inn,,United Kingdom,London,London,51.515863,-0.114434,,research institution
Portland Place,,Portland Place,,United Kingdom,United Kingdom,London,51.520468,-0.145173,,road
International Students House,,International Students House,,United Kingdom,United Kingdom,London,51.521555,-0.143364,,hostel
YMCA Indian Student Hostel,,YMCA Indian Student Hostel,,United Kingdom,United Kingdom,London,51.522783,-0.139067,,hostel
Great Portland Street,,Great Portland Street,,United Kingdom,United Kingdom,London,51.52372,-0.143956,,railway station
Christ Church College,,Christ Church College,,United Kingdom,Oxfordshire,Oxford,51.750254,-1.256196,,college/university
Bodleian Indian Institute Library,,Bodleian Indian Institute Library,indian institute library,United Kingdom,Oxfordshire,Oxford,51.754147,-1.254823,,library
St. John's College Oxford,,St. John's College Oxford,,United Kingdom,Oxfordshire,Oxford,51.756418,-1.259053,,college/university
Somerville College,,Somerville College,,United Kingdom,Oxfordshire,Oxford,51.759743,-1.261437,,college/university
St. Antony's College,,St. Antony's College,,United Kingdom,Oxfordshire,Oxford,51.763484,-1.263037,,college/university
Rhine,,Rhine,,-9999,-9999,-9999,51.966667,4.083333,,river
Poland,,Poland,,Poland,-9999,-9999,52,19,,country
Marshall Library of Economics,,Marshall Library of Economics,,United Kingdom,Gloucestershire,Cambridge,52.200999,0.108462,,library
Trinity College,,Trinity College,,United Kingdom,Gloucestershire,Cambridge,52.20686,0.117502,,college/university
Warsaw,,Warsaw,,Poland,Warszawa,Warsaw,52.243505,21.011361,,city/town
Holland,,Holland,,Netherlands,-9999,-9999,52.333333,4.833333,,region
Wales,,Wales,,United Kingdom,Wales,-9999,52.395911,-3.506981,,country
Aberystwyth University,,Aberystwyth University,,United Kingdom,Ceredigion,Aberystwyth,52.414985,-4.088244,,college/university
University of Birmingham,,University of Birmingham,,United Kingdom,Birmingham,Birmingham,52.450753,-1.935675,,college/university
Gedenkst�tte Bergen-Belsen,,Gedenkst�tte Bergen-Belsen,,Germany,Niedersachsen,Belsen,52.780602,9.9322,,concentration camp
United Kingdom,,United Kingdom,,United Kingdom,-9999,-9999,53,2,,sovereign state
University of Leeds,,University of Leeds,,United Kingdom,Leeds,Leeds,53.808474,-1.55279,,college/university
Moscow,,Moscow,,Russia,Moskva,Moscow,55.730024,37.689123,,city/town
University of Glasgow,,University of Glasgow,,United Kingdom,Glasgow,Glasgow,55.872212,-4.28877,,college/university
University of Strathclyde,,University of Strathclyde,,United Kingdom,Glasgow,Glasgow,55.884594,-4.340046,,college/university
University of Edinburgh,,University of Edinburgh,,United Kingdom,Edinburgh,Edinburgh,55.922445,-3.172445,,college/university
Norway,,Norway,,Norway,-9999,-9999,61.410898,8.987753,,country
Sweden,,Sweden,,Sweden,-9999,-9999,62.376393,15.424392,,country
Manbhum,,Purulia district,Manbhum,India,West Bengal,-9999,86.5,23.3,,district
Hotel Purbani,,Hotel Purbani,,Bangladesh,Dhaka,Dhaka,90.416734,23.72758,,business
